Unnamed: 0,bt,km,owner,oem,model,modelyear,state,insurance_validity,fuel_type,seats,rto,engine_displacement,mileage,price
3301,Hatchback,111237,2nd Owner,Hyundai,Hyundai i10,2010,Delhi,Third Party insurance,Petrol,5,HR26,1197,20.36,140000
3302,Hatchback,70000,2nd Owner,Volkswagen,Volkswagen Polo,2018,Delhi,Third Party insurance,Petrol,5,WB02,1197,17.21,715000
3304,SUV,13278,1st Owner,Nissan,Nissan Magnite,2022,Delhi,Comprehensive,Petrol,5,DL07,999,18.75,836999
3306,SUV,12255,1st Owner,Nissan,Nissan Magnite,2022,Delhi,Third Party,Petrol,5,HR72,999,20.0,894000
3309,Hatchback,37000,1st Owner,Maruti,Maruti Baleno,2019,Delhi,Comprehensive,Diesel,5,HR26,1248,27.39,650000
3311,SUV,54000,1st Owner,Maruti,Maruti SX4 S Cross,2017,Delhi,Third Party insurance,Diesel,5,DL9C,1248,23.65,595000
3312,Sedan,120000,1st Owner,Honda,Honda City,2014,Delhi,Third Party insurance,Diesel,5,HR26,1498,25.1,499000
3313,Sedan,70000,2nd Owner,Maruti,Maruti Swift Dzire,2010,Delhi,Third Party insurance,Petrol,5,DL3C,1298,17.5,150000
3316,Hatchback,19717,1st Owner,Maruti,Maruti Celerio,2018,Delhi,Third Party insurance,Petrol,5,HR51,998,25.24,459000
3318,Hatchback,35495,1st Owner,Maruti,Maruti Alto K10,2017,Delhi,Third Party,Petrol,5,HR26,998,24.39,332000
3320,SUV,27401,1st Owner,Jeep,Jeep Compass,2018,Delhi,Third Party insurance,Petrol,5,HR12,1368,16.0,1550000
3321,Hatchback,15981,1st Owner,Maruti,Maruti S-Presso,2019,Delhi,Comprehensive,Petrol,5,DL2C,998,21.7,426999
3324,Hatchback,73052,1st Owner,Hyundai,Hyundai i10,2011,Delhi,Third Party,Petrol,5,DL10,1197,20.36,183000
3325,Sedan,61000,1st Owner,Honda,Honda City,2014,Delhi,Comprehensive,Petrol,5,DL4C,1497,18.0,571000
3326,SUV,15036,1st Owner,Tata,Tata Punch,2021,Delhi,Third Party,Petrol,5,DL11,1199,20.09,806000
3328,Sedan,39000,1st Owner,Hyundai,Hyundai Xcent,2018,Delhi,Third Party insurance,Petrol,5,DL8C,1197,20.14,525000
3330,Hatchback,90000,1st Owner,Skoda,Skoda Fabia,2011,Delhi,Third Party insurance,Petrol,5,DL7C,1198,16.25,120000
3333,Hatchback,30000,1st Owner,Renault,Renault KWID,2018,Delhi,Third Party insurance,Petrol,5,DL1C,799,25.17,265000
3336,Hatchback,4975,1st Owner,Maruti,Maruti Ignis,2022,Delhi,Comprehensive,Petrol,5,HR51,1197,20.89,519000
3340,SUV,10000,1st Owner,Renault,Renault Kiger,2022,Delhi,Third Party insurance,Petrol,5,HR98,999,18.24,1025000
3341,SUV,61882,1st Owner,Nissan,Nissan Magnite,2021,Delhi,Comprehensive,Petrol,5,HR30,999,18.75,698000
3342,Hatchback,66000,1st Owner,Volkswagen,Volkswagen Polo,2011,Delhi,Comprehensive,Petrol,5,DL3C,1198,17.0,275000
3344,Hatchback,6088,1st Owner,Maruti,Maruti Ignis,2021,Delhi,Comprehensive,Petrol,5,DL10,1197,20.89,524000
3345,Hatchback,23000,1st Owner,Hyundai,Hyundai i20,2018,Delhi,Comprehensive,Petrol,5,DL12,1197,17.4,675000
3346,Hatchback,41732,1st Owner,Maruti,Maruti Baleno,2018,Delhi,Zero Dep,Petrol,5,HR36,1197,21.4,546000
3348,SUV,51000,1st Owner,Maruti,Maruti Vitara Brezza,2019,Delhi,Comprehensive,Diesel,5,DL3C,1248,24.3,775000
3349,Hatchback,38000,1st Owner,Hyundai,Hyundai EON,2015,Delhi,Comprehensive,Petrol,5,DL7C,814,21.1,245000
3353,Hatchback,90000,3rd Owner,Honda,Honda Jazz,2009,Delhi,Third Party insurance,Petrol,5,DL7C,1198,16.0,95000
3355,Hatchback,49010,1st Owner,Hyundai,Hyundai i20,2019,Delhi,Third Party insurance,Petrol,5,HR51,1197,18.6,595000
3356,Hatchback,26089,1st Owner,Maruti,Maruti Baleno,2019,Delhi,Third Party,Petrol,5,UP14,1197,21.4,592000
3358,Hatchback,37302,1st Owner,Maruti,Maruti Alto K10,2018,Delhi,Comprehensive,Petrol,5,HR19,998,24.39,352000
3360,Hatchback,37000,1st Owner,Maruti,Maruti Baleno,2021,Delhi,Comprehensive,Petrol,5,DL9C,1197,21.4,890000
3361,Hatchback,36483,1st Owner,Maruti,Maruti Alto 800,2015,Delhi,Third Party,Petrol,5,HR26,796,22.05,258000
3363,SUV,38010,1st Owner,Hyundai,Hyundai Creta,2019,Delhi,Third Party insurance,Petrol,5,HR51,1591,15.8,1095000
3364,Hatchback,35123,2nd Owner,Maruti,Maruti Celerio,2018,Delhi,Comprehensive,Petrol,5,DL02,998,23.1,475000
3365,Sedan,43000,1st Owner,Honda,Honda City,2016,Delhi,Comprehensive,Petrol,5,DL9C,1497,18.0,800000
3366,SUV,25154,2nd Owner,Ford,Ford Ecosport,2019,Delhi,Third Party insurance,Diesel,5,DL10,1498,23.0,738000
3369,SUV,55000,1st Owner,Hyundai,Hyundai Venue,2020,Delhi,Third Party insurance,Petrol,5,UP13,1197,17.52,775000
3372,Sedan,76000,1st Owner,Hyundai,Hyundai Elantra,2013,Delhi,Comprehensive,Petrol,5,HR26,1797,14.5,575000
3373,Sedan,58000,1st Owner,Honda,Honda Amaze,2018,Delhi,Third Party insurance,Petrol,5,DL8C,1199,18.3,675000
3374,SUV,34000,1st Owner,Kia,Kia Seltos,2020,Delhi,Third Party insurance,Petrol,5,UP16,1353,16.2,1650000
3376,Hatchback,25367,1st Owner,Maruti,Maruti Baleno,2017,Delhi,Comprehensive,Petrol,5,DL9C,1197,21.4,568000
3378,Hatchback,27240,1st Owner,Maruti,Maruti Baleno,2017,Delhi,Third Party,Petrol,5,DL8C,1197,21.4,548000
3380,SUV,28000,1st Owner,Hyundai,Hyundai Creta,2020,Delhi,Comprehensive,Diesel,5,DL2C,1493,18.9,1150000
3381,Hatchback,20755,2nd Owner,Maruti,Maruti Baleno,2016,Delhi,Comprehensive,Petrol,5,DL2C,1197,21.4,503000
3384,Hatchback,56722,1st Owner,Maruti,Maruti Swift,2014,Delhi,Comprehensive,Petrol,5,DL3C,1197,22.0,379000
3386,Hatchback,55566,1st Owner,Maruti,Maruti A-Star,2011,Delhi,Comprehensive,Petrol,5,UP16,998,19.0,197000
3388,SUV,4000,1st Owner,Hyundai,Hyundai Creta,2023,Delhi,Comprehensive,Diesel,5,UP16,1493,18.9,1775000
3389,Sedan,950,1st Owner,Hyundai,Hyundai Verna,2023,Delhi,Comprehensive,Petrol,5,UP16,1482,20.6,1650000
3392,Sedan,35000,1st Owner,Hyundai,Hyundai Verna,2018,Delhi,Comprehensive,Petrol,5,DL4C,1591,17.0,885000
3394,Sedan,60000,2nd Owner,Maruti,Maruti Ciaz,2016,Delhi,Third Party insurance,Petrol,5,DL03,1373,19.12,600000
3395,SUV,12710,1st Owner,Mahindra,Mahindra XUV300,2021,Delhi,Third Party insurance,Petrol,5,DL8C,1197,17.0,965000
3396,Hatchback,64694,1st Owner,Maruti,Maruti Wagon R,2011,Delhi,Comprehensive,Petrol,5,DL3C,998,18.9,208000
3398,Hatchback,21867,1st Owner,Hyundai,Hyundai Grand i10,2018,Delhi,Comprehensive,Petrol,5,HR03,1197,18.9,528000
3401,Hatchback,36247,1st Owner,Tata,Tata Tiago,2021,Delhi,Comprehensive,Petrol,5,DL12,1199,20.09,555000
3404,Hatchback,55566,1st Owner,Maruti,Maruti Baleno,2019,Delhi,Comprehensive,Petrol,5,DL1C,1197,21.01,622000
3406,SUV,46318,1st Owner,Nissan,Nissan Magnite,2021,Delhi,Zero Dep,Petrol,5,UP25,999,18.75,733000
3407,Sedan,7359,1st Owner,Maruti,Maruti Ciaz,2023,Delhi,Comprehensive,Petrol,5,UP14,1462,20.65,1075000
3411,SUV,27000,1st Owner,Maruti,Maruti Vitara Brezza,2017,Delhi,Comprehensive,Diesel,5,DL05,1248,24.3,699000
3412,Sedan,53000,2nd Owner,Hyundai,Hyundai Accent,2010,Delhi,Third Party insurance,Petrol,5,DL3C,1495,13.2,80000
3413,Sedan,50000,1st Owner,Honda,Honda Amaze,2013,Delhi,Third Party insurance,Diesel,5,UP16,1498,25.8,250000
3416,Sedan,99373,1st Owner,Honda,Honda City,2015,Delhi,Comprehensive,Petrol,5,DL9C,1497,17.4,578000
3417,SUV,120000,1st Owner,Ford,Ford Ecosport,2016,Delhi,Third Party insurance,Diesel,5,DL10,1498,22.77,265000
3418,Hatchback,11815,1st Owner,Maruti,Maruti Alto 800,2017,Delhi,Third Party,Petrol,5,DL6C,796,22.05,306000
3419,Sedan,39412,1st Owner,Maruti,Maruti Swift Dzire,2016,Delhi,Comprehensive,Petrol,5,UP65,1197,21.21,549000
3420,Hatchback,60000,2nd Owner,Maruti,Maruti Baleno,2016,Delhi,Third Party insurance,Petrol,5,WB02,1197,21.4,450000
3421,Hatchback,33015,1st Owner,Maruti,Maruti Swift,2018,Delhi,Comprehensive,Petrol,5,DL2C,1197,22.38,536000
3422,Hatchback,44371,2nd Owner,Honda,Honda Brio,2012,Delhi,Third Party insurance,Petrol,5,HR51,1198,19.4,235000
3424,Hatchback,39045,1st Owner,Maruti,Maruti Wagon R,2013,Delhi,Comprehensive,Petrol,5,DL13,998,18.9,304000
3425,Hatchback,49000,1st Owner,Hyundai,Hyundai i10,2013,Delhi,Third Party insurance,Petrol,5,DL8C,1086,19.81,295000
3426,Sedan,7936,1st Owner,Honda,Honda City,2021,Delhi,Comprehensive,Petrol,5,UP14,1498,18.3,1296000
3428,Hatchback,65739,1st Owner,Hyundai,Hyundai EON,2016,Delhi,Third Party insurance,Petrol,5,DL1V,814,21.1,295000
3429,Hatchback,52407,1st Owner,Maruti,Maruti Celerio,2016,Delhi,Third Party insurance,Petrol,5,DL2C,998,23.1,425000
3430,Hatchback,30000,1st Owner,Hyundai,Hyundai i10,2011,Delhi,Third Party insurance,Petrol,5,WB02,1197,16.95,350000
3432,Hatchback,86816,1st Owner,Maruti,Maruti Wagon R,2013,Delhi,Third Party insurance,Petrol,5,HR30,998,21.79,275000
3433,Hatchback,63000,1st Owner,Toyota,Toyota Etios Liva,2015,Delhi,Third Party insurance,Petrol,5,DL8C,1197,17.71,415000
3434,Hatchback,67000,1st Owner,Tata,Tata Tiago,2018,Delhi,Third Party insurance,Petrol,5,DL5P,1199,23.84,465000
3436,Hatchback,68838,1st Owner,Hyundai,Hyundai i20,2016,Delhi,Comprehensive,Petrol,5,Dl12,1197,18.6,545000
3437,Hatchback,46835,1st Owner,Hyundai,Hyundai Grand i10,2017,Delhi,Third Party insurance,Petrol,5,DL11,1197,18.9,509999
3438,Sedan,5242,2nd Owner,Honda,Honda City,2022,Delhi,Third Party,Petrol,5,DL09,1498,18.3,1403000
3439,Hatchback,17457,1st Owner,Maruti,Maruti Baleno,2022,Delhi,Comprehensive,Petrol,5,HR72,1197,22.35,749000
3440,Sedan,62789,1st Owner,Honda,Honda Amaze,2015,Delhi,Third Party insurance,Petrol,5,DL1U,1198,18.0,434999
3441,Hatchback,33618,1st Owner,Maruti,Maruti Alto K10,2016,Delhi,Comprehensive,Petrol,5,DL3C,998,23.95,346000
3442,Sedan,75946,1st Owner,Honda,Honda City,2010,Delhi,Third Party insurance,Petrol,5,DL9C,1497,17.0,204999
3444,Hatchback,87208,1st Owner,Maruti,Maruti Wagon R,2013,Delhi,Comprehensive,Petrol,5,UP85,998,20.51,256999
3445,Hatchback,42736,1st Owner,Datsun,Datsun RediGO,2016,Delhi,Third Party insurance,Petrol,5,DL8C,999,22.5,275000
3446,Sedan,55556,1st Owner,Toyota,Toyota Etios,2011,Delhi,Comprehensive,Petrol,5,DL4C,1496,17.6,229000
3447,SUV,2054,1st Owner,Maruti,Maruti Brezza,2023,Delhi,Comprehensive,Petrol,5,UP14,1462,17.38,1250000
3449,SUV,30120,1st Owner,Kia,Kia Seltos,2021,Delhi,Comprehensive,Petrol,5,DL2C,1353,16.5,1725000
3450,Sedan,32000,1st Owner,Hyundai,Hyundai Verna,2011,Delhi,Third Party insurance,Petrol,5,DL3C,1591,17.1,349000
3453,Sedan,70000,1st Owner,Honda,Honda City,2017,Delhi,Comprehensive,Petrol,5,DL2C,1497,17.8,699000
3455,Wagon,40000,1st Owner,Maruti,Maruti Wagon R,2019,Delhi,Comprehensive,Petrol,5,HR36,1197,21.5,565000
3456,Hatchback,14163,1st Owner,Maruti,Maruti Baleno,2019,Delhi,Comprehensive,Petrol,5,DL10,1197,21.4,722000
3458,Sedan,4764,1st Owner,Hyundai,Hyundai Aura,2020,Delhi,Third Party,Petrol,5,DL5C,1197,20.5,803999
3461,Sedan,69815,1st Owner,Honda,Honda City,2016,Delhi,Third Party,Petrol,5,UP16,1497,18.0,742000
3462,SUV,82000,1st Owner,Hyundai,Hyundai Creta,2018,Delhi,Third Party insurance,Diesel,5,DL8C,1396,22.1,910000
3464,Hatchback,75463,1st Owner,Maruti,Maruti Swift,2013,Delhi,Comprehensive,Petrol,5,UP14,1197,22.38,315000
3466,Hatchback,22091,1st Owner,Maruti,Maruti Baleno,2017,Delhi,Third Party insurance,Petrol,5,DL8C,1197,21.4,557000
3468,Hatchback,65000,2nd Owner,Hyundai,Hyundai i10,2012,Delhi,Comprehensive,Petrol,5,DL7C,1086,19.81,231000
3469,Hatchback,66000,1st Owner,Tata,Tata Tiago,2016,Delhi,Comprehensive,Petrol,5,UP14,1199,23.84,369000
3472,SUV,15000,1st Owner,MG,MG Astor,2022,Delhi,Comprehensive,Petrol,5,HR98,1498,18.9,1150000
3473,Hatchback,30000,1st Owner,Maruti,Maruti Baleno,2021,Delhi,Comprehensive,Petrol,5,DL8C,1197,21.4,700000
3474,SUV,47000,1st Owner,Kia,Kia Seltos,2021,Delhi,Comprehensive,Diesel,5,HR98,1493,17.8,1300000
3476,Hatchback,35854,2nd Owner,Maruti,Maruti Baleno,2020,Delhi,Third Party insurance,Petrol,5,DL8C,1197,21.4,805000
3477,SUV,43623,1st Owner,Tata,Tata Nexon,2018,Delhi,Third Party insurance,Petrol,5,HR26,1198,17.0,735000
3478,Sedan,64229,2nd Owner,Toyota,Toyota Etios,2015,Delhi,Comprehensive,Petrol,5,DL10,1496,16.78,441000
3481,Hatchback,2997,1st Owner,Renault,Renault KWID,2019,Delhi,Comprehensive,Petrol,5,DL9C,999,23.01,397000
3482,Hatchback,9606,1st Owner,Renault,Renault KWID,2021,Delhi,Third Party insurance,Petrol,5,HR30,999,21.74,455000
3484,Sedan,41898,2nd Owner,Honda,Honda Amaze,2020,Delhi,Third Party insurance,Petrol,5,DL11,1199,19.0,713000
3485,Hatchback,23159,1st Owner,Toyota,Toyota Glanza,2021,Delhi,Third Party insurance,Petrol,5,HR51,1197,21.01,737000
3486,SUV,53488,1st Owner,Ford,Ford Ecosport,2016,Delhi,Third Party,Petrol,5,DL12,1499,15.85,540000
3489,Sedan,68192,1st Owner,Maruti,Maruti Swift Dzire,2019,Delhi,Third Party insurance,Petrol,5,HR51,1197,21.21,627000
3490,SUV,600,1st Owner,Kia,Kia Seltos,2023,Delhi,Comprehensive,Petrol,5,HR08,1497,16.8,1565000
3492,SUV,67756,1st Owner,Maruti,Maruti Vitara Brezza,2018,Delhi,Third Party insurance,Diesel,5,HR26,1248,24.3,772000
3493,SUV,83811,1st Owner,Maruti,Maruti SX4 S Cross,2017,Delhi,Third Party insurance,Diesel,5,HR26,1248,25.1,587000
3495,Hatchback,4100,1st Owner,Maruti,Maruti Swift,2022,Delhi,Comprehensive,Petrol,5,DL6C,1197,22.38,699000
3496,Sedan,46243,1st Owner,Maruti,Maruti Swift Dzire,2020,Delhi,Comprehensive,Petrol,5,UP14,1197,21.21,642000
3498,Hatchback,52123,2nd Owner,Nissan,Nissan Micra,2015,Delhi,Comprehensive,Petrol,5,DL03,1198,19.34,366000
3500,Hatchback,23690,1st Owner,Hyundai,Hyundai Grand i10,2015,Delhi,Third Party insurance,Petrol,5,HR51,1197,18.9,447000
3501,Hatchback,70879,1st Owner,Maruti,Maruti Alto 800,2016,Delhi,Zero Dep,Petrol,5,DL1C,796,22.05,262000
3502,Hatchback,42000,1st Owner,Volkswagen,Volkswagen Polo,2012,Delhi,Comprehensive,Petrol,5,DL12,1198,16.47,265000
3504,Sedan,12651,2nd Owner,Honda,Honda City,2017,Delhi,Comprehensive,Petrol,5,UP16,1497,17.8,761000
3505,Sedan,61000,1st Owner,Honda,Honda Amaze,2016,Delhi,Comprehensive,Petrol,5,DL3C,1198,17.8,430000
3508,Sedan,28000,1st Owner,Honda,Honda Amaze,2014,Delhi,Comprehensive,Petrol,5,HR26,1198,18.0,380000
3512,Hatchback,33000,1st Owner,Maruti,Maruti Alto K10,2017,Delhi,Comprehensive,Petrol,5,DL8C,998,23.95,340000
3513,Sedan,68045,1st Owner,Hyundai,Hyundai Verna,2018,Delhi,Third Party insurance,Diesel,5,HR51,1582,22.0,950000
3516,Hatchback,19765,1st Owner,Maruti,Maruti Wagon R,2018,Delhi,Zero Dep,Petrol,5,DL5C,998,20.51,392000
3517,SUV,7076,1st Owner,Mahindra,Mahindra XUV300,2021,Delhi,Third Party insurance,Petrol,5,HR13,1197,16.82,1205000
3518,Sedan,30560,1st Owner,Honda,Honda City,2017,Delhi,Zero Dep,Petrol,5,DL3C,1497,17.8,743000
3521,SUV,78550,1st Owner,Hyundai,Hyundai Creta,2016,Delhi,Comprehensive,Petrol,5,DL8C,1591,13.0,878999
3524,Sedan,58996,2nd Owner,Honda,Honda Amaze,2017,Delhi,Comprehensive,Petrol,5,DL1C,1199,19.5,462000
3526,Hatchback,59537,2nd Owner,Hyundai,Hyundai i20,2015,Delhi,Third Party insurance,Petrol,5,DL10,1197,18.6,509000
3527,Hatchback,9314,1st Owner,Maruti,Maruti Wagon R,2022,Delhi,Comprehensive,Petrol,5,HR29,998,21.79,530000
3528,SUV,60000,2nd Owner,Nissan,Nissan Kicks,2019,Delhi,Third Party insurance,Petrol,5,DL3C,1498,18.9,700000
3529,Sedan,41684,1st Owner,Honda,Honda Amaze,2014,Delhi,Third Party insurance,Petrol,5,UP16,1199,18.6,310000
3530,Sedan,70000,3rd Owner,Audi,Audi A4,2011,Delhi,Third Party insurance,Petrol,5,HR26,1781,12.3,700000
3531,Hatchback,51607,1st Owner,Toyota,Toyota Etios Liva,2016,Delhi,Comprehensive,Petrol,5,HR51,1197,18.16,440000
3532,Sedan,90000,1st Owner,Tata,Tata Zest,2015,Delhi,Third Party insurance,Diesel,5,DL5C,1248,20.65,400000
3536,Hatchback,97672,1st Owner,Maruti,Maruti Swift,2013,Delhi,Comprehensive,Petrol,5,UP16,1197,22.38,360000
3537,Sedan,90000,3rd Owner,Hyundai,Hyundai Verna,2014,Delhi,Third Party insurance,Petrol,5,WB02,1591,17.01,360000
3538,Hatchback,68740,2nd Owner,Nissan,Nissan Micra,2015,Delhi,Comprehensive,Petrol,5,DL2C,1198,18.06,344000
3541,Sedan,86245,2nd Owner,Honda,Honda Amaze,2015,Delhi,Third Party insurance,Petrol,5,DL7C,1198,18.0,340000
3542,Hatchback,40000,2nd Owner,Volkswagen,Volkswagen Polo,2016,Delhi,Third Party insurance,Petrol,5,WB02,1197,17.21,675000
3544,Hatchback,60896,2nd Owner,Maruti,Maruti Alto 800,2016,Delhi,Comprehensive,Petrol,5,DL8C,796,22.05,294000
3545,Sedan,60000,1st Owner,Honda,Honda City,2013,Delhi,Third Party insurance,Petrol,5,DL13,1497,16.8,375000
3546,Sedan,18340,2nd Owner,Maruti,Maruti Swift Dzire,2021,Delhi,Comprehensive,Petrol,5,HR26,1197,22.61,801000
3548,SUV,70000,2nd Owner,Hyundai,Hyundai Creta,2017,Delhi,Third Party insurance,Diesel,5,DL1C,1582,17.01,800000
3550,SUV,40000,1st Owner,Honda,Honda WR-V,2017,Delhi,Third Party insurance,Petrol,5,WB02,1199,17.5,509999
3552,Hatchback,48000,1st Owner,Maruti,Maruti Baleno,2016,Delhi,Comprehensive,Petrol,5,DL1C,1197,21.4,455000
3553,Sedan,120000,1st Owner,Honda,Honda City,2011,Delhi,Third Party insurance,Petrol,5,DL7C,1497,17.0,300000
3554,SUV,25000,1st Owner,Ford,Ford Ecosport,2017,Delhi,Comprehensive,Petrol,5,DL7C,1496,14.7,725000
3556,Hatchback,63176,1st Owner,Ford,Ford Figo,2019,Delhi,Comprehensive,Diesel,5,DL09,1498,25.83,515000
3558,Hatchback,22820,1st Owner,Renault,Renault KWID,2020,Delhi,Comprehensive,Petrol,5,DL3C,999,21.74,418000
3560,Hatchback,30000,1st Owner,Hyundai,Hyundai i10,2009,Delhi,Third Party insurance,Petrol,5,DL8C,1197,20.36,200000
3561,Sedan,74538,1st Owner,Maruti,Maruti Swift Dzire,2017,Delhi,Comprehensive,Petrol,5,UP80,1197,21.21,685000
3563,Hatchback,45399,1st Owner,Maruti,Maruti Alto 800,2018,Delhi,Comprehensive,Petrol,5,DL3C,796,22.05,289000
3564,Sedan,24940,2nd Owner,Volkswagen,Volkswagen Ameo,2018,Delhi,Third Party,Petrol,5,DL12,999,19.44,610000
3565,SUV,22000,1st Owner,Hyundai,Hyundai Creta,2019,Delhi,Comprehensive,Diesel,5,HR70,1582,17.01,1400000
3566,Sedan,98681,1st Owner,Honda,Honda Amaze,2014,Delhi,Comprehensive,Petrol,5,DL4C,1198,18.0,323000
3568,Hatchback,40000,1st Owner,Maruti,Maruti Baleno,2017,Delhi,Comprehensive,Petrol,5,DL8C,1197,21.01,525000
3569,SUV,58000,1st Owner,Honda,Honda WR-V,2018,Delhi,Comprehensive,Diesel,5,DL1C,1498,25.5,725000
3570,Hatchback,75000,1st Owner,Hyundai,Hyundai i20,2015,Delhi,Comprehensive,Diesel,5,DL8C,1396,22.54,425000
3571,SUV,76000,1st Owner,Ford,Ford Ecosport,2014,Delhi,Comprehensive,Diesel,5,DL8C,1498,22.7,350000
3572,Hatchback,60000,1st Owner,Renault,Renault KWID,2017,Delhi,Comprehensive,Petrol,5,UP14,999,24.04,325000
3573,Sedan,58000,1st Owner,Honda,Honda City,2016,Delhi,Comprehensive,Petrol,5,DL10,1497,18.0,675000
3574,Sedan,80000,2nd Owner,Volkswagen,Volkswagen Jetta,2013,Delhi,Comprehensive,Petrol,5,DL8C,1390,14.69,415000
3576,Hatchback,42841,1st Owner,Maruti,Maruti Baleno,2017,Delhi,Comprehensive,Petrol,5,DL9C,1197,21.4,589000
3577,SUV,67000,1st Owner,Maruti,Maruti Vitara Brezza,2017,Delhi,Comprehensive,Diesel,5,DL5C,1248,24.3,650000
3579,Hatchback,40000,1st Owner,Maruti,Maruti Wagon R,2017,Delhi,Third Party insurance,Petrol,5,DL1C,998,18.9,375000
3581,Sedan,37140,2nd Owner,Hyundai,Hyundai Verna,2015,Delhi,Comprehensive,Petrol,5,HR26,1591,17.01,902999
3584,Hatchback,16430,1st Owner,Hyundai,Hyundai i20,2021,Delhi,Zero Dep,Petrol,5,HR98,1197,21.0,903999
3585,SUV,10000,1st Owner,Toyota,Toyota Urban cruiser,2022,Delhi,Third Party insurance,Petrol,5,WB02,1462,17.03,950000
3586,Sedan,63054,1st Owner,Honda,Honda City,2017,Delhi,Comprehensive,Petrol,5,DL3C,1497,18.0,949000
3589,SUV,32000,2nd Owner,Hyundai,Hyundai Creta,2018,Delhi,Comprehensive,Diesel,5,HR26,1582,17.01,1099000
3590,SUV,3500,1st Owner,Hyundai,Hyundai Creta,2022,Delhi,Comprehensive,Petrol,5,DL08,1497,18.9,1511000
3595,Hatchback,50629,1st Owner,Maruti,Maruti Swift,2017,Delhi,Third Party insurance,Petrol,5,DL9C,1197,22.38,422000
3596,Hatchback,63534,1st Owner,Maruti,Maruti Baleno,2019,Delhi,Zero Dep,Petrol,5,DL5C,1197,21.4,678000
3597,Hatchback,52000,1st Owner,Hyundai,Hyundai EON,2018,Delhi,Comprehensive,Petrol,5,UP16,998,20.3,300000
3599,Hatchback,68744,1st Owner,Honda,Honda Jazz,2015,Delhi,Third Party,Petrol,5,DL3C,1199,19.0,463000
3600,Sedan,70000,1st Owner,Honda,Honda City,2013,Delhi,Third Party insurance,Petrol,5,DL13,1497,16.8,455000
3601,Hatchback,9540,1st Owner,Tata,Tata Tiago,2020,Delhi,Third Party,Petrol,5,UP16,1199,23.84,751000
3602,Sedan,45000,1st Owner,Maruti,Maruti Ciaz,2017,Delhi,Comprehensive,Petrol,5,UP16,1373,19.12,775000
3603,Hatchback,36861,1st Owner,Maruti,Maruti Baleno,2019,Delhi,Zero Dep,Petrol,5,HR29,1197,21.4,678000
3604,SUV,68000,1st Owner,Ford,Ford Ecosport,2017,Delhi,Comprehensive,Petrol,5,UP16,1496,15.9,550000
3605,Sedan,68000,1st Owner,Maruti,Maruti Swift Dzire,2014,Delhi,Comprehensive,Petrol,5,UP16,1197,19.1,390000
3606,Hatchback,38000,1st Owner,Maruti,Maruti Swift,2015,Delhi,Comprehensive,Petrol,5,DL2C,1197,21.21,395000
3607,Hatchback,39000,1st Owner,Renault,Renault KWID,2017,Delhi,Comprehensive,Petrol,5,DL1C,999,23.01,295000
3608,Hatchback,40000,1st Owner,Volkswagen,Volkswagen Polo,2017,Delhi,Comprehensive,Petrol,5,DL14,1199,16.2,599000
3610,Hatchback,60000,1st Owner,Maruti,Maruti Wagon R,2019,Delhi,Comprehensive,Petrol,5,DL9C,998,20.51,399000
3611,Sedan,40000,1st Owner,Ford,Ford Aspire,2018,Delhi,Comprehensive,Diesel,5,DL10,1498,25.83,449000
3612,Hatchback,68000,1st Owner,Maruti,Maruti Alto K10,2018,Delhi,Comprehensive,Petrol,5,DL9C,998,23.95,300000
3613,Hatchback,40000,2nd Owner,Maruti,Maruti Ignis,2017,Delhi,Comprehensive,Petrol,5,DL7C,1197,20.89,449000
3614,Hatchback,37000,1st Owner,Maruti,Maruti Wagon R,2014,Delhi,Comprehensive,Petrol,5,DL6C,998,21.79,295000
3615,Sedan,21912,1st Owner,Maruti,Maruti Swift Dzire,2018,Delhi,Zero Dep,Petrol,5,UP14,1197,21.21,649000
3616,Hatchback,74564,1st Owner,Hyundai,Hyundai i10,2013,Delhi,Third Party,Petrol,5,DL08,1197,20.36,274000
3617,Hatchback,48000,1st Owner,Maruti,Maruti Alto 800,2019,Delhi,Comprehensive,Petrol,5,UP16,796,24.7,375000
3618,Sedan,96758,1st Owner,Honda,Honda City,2017,Delhi,Comprehensive,Petrol,5,DL2C,1497,18.0,801000
3619,Sedan,60341,1st Owner,Honda,Honda Amaze,2018,Delhi,Zero Dep,Diesel,5,UP81,1498,25.8,591000
3620,Hatchback,36973,1st Owner,Maruti,Maruti Swift,2017,Delhi,Third Party,Petrol,5,UP16,1197,20.4,434000
3622,Hatchback,52514,1st Owner,Maruti,Maruti Wagon R,2013,Delhi,Third Party,Petrol,5,UP16,998,18.9,271000
3623,Hatchback,13001,1st Owner,Maruti,Maruti Wagon R,2022,Delhi,Comprehensive,Petrol,5,UP16,1197,21.5,555000
3624,SUV,72000,1st Owner,Hyundai,Hyundai Creta,2018,Delhi,Comprehensive,Diesel,5,DL12,1396,22.1,825000
3625,SUV,62000,1st Owner,Ford,Ford Ecosport,2017,Delhi,Comprehensive,Petrol,5,DL10,1496,15.9,599000
3626,Sedan,34000,1st Owner,Toyota,Toyota Etios,2017,Delhi,Comprehensive,Petrol,5,UP16,1496,16.78,480999
3627,Sedan,67000,1st Owner,Honda,Honda Amaze,2015,Delhi,Comprehensive,Petrol,5,DL7C,1198,18.0,385000
3628,Hatchback,45000,1st Owner,Volkswagen,Volkswagen Polo,2019,Delhi,Comprehensive,Petrol,5,DL8C,999,18.78,699000
